132,5/10/10,56240711
133,5/11/10,71466230
134,5/12/10,8761173
135,5/13/10,70079562
136,5/14/10,2584455
137,5/15/10,185742
138,5/16/10,77045622
139,5/17/10,87654604
140,5/18/10,46204753
141,5/19/10,81701666
142,5/20/10,82905253
143,5/21/10,26831796
144,5/22/10,21491350
145,5/23/10,68512430
146,5/24/10,20793152
147,5/25/10,96092207
148,5/26/10,88146445
149,5/27/10,45659540
150,5/28/10,47887300
151,5/29/10,4554962
152,5/30/10,61955226
153,5/31/10,78398330
154,6/1/10,32823361
155,6/2/10,64610554
156,6/3/10,13298781
157,6/4/10,31313467
158,6/5/10,98497822
159,6/6/10,5273775
160,6/7/10,34220115
161,6/8/10,31313467
162,6/9/10,65901997
163,6/10/10,58908293
164,6/11/10,21117580
165,6/12/10,50865319
166,6/13/10,99577484
167,6/14/10,22886602
168,6/15/10,12870974
169,6/16/10,27728984
170,6/17/10,82489027
171,6/18/10,30337664
172,6/19/10,45440104
173,6/20/10,13688511
174,6/21/10,41061074
175,6/22/10,37244538
176,6/23/10,60553103
177,6/23/10,56482198
178,6/24/10,9368354
179,6/25/10,60210289
180,6/26/10,13630881
181,6/27/10,22751691
182,6/28/10,91281142
183,6/29/10,59122062
184,6/30/10,40126016
185,7/1/10,98931778
186,7/2/10,1391394
187,7/3/10,21637365
188,7/4/10,10224298
189,7/5/10,45759809
190,7/6/10,32234110
191,7/7/10,48750155
192,7/8/10,48750155
193,7/9/10,84885394
194,7/10/10,77966252
195,7/11/10,83461978
196,7/12/10,4227288
197,7/13/10,56995465
198,7/14/10,65992130
199,7/15/10,3785830
200,7/16/10,17864013
201,7/17/10,38540530
202,7/18/10,99256334
203,7/19/10,7946990
204,7/20/10,46787587
205,7/21/10,87376756
206,7/22/10,29548825
207,7/23/10,4595889
208,7/24/10,97861544
209,7/25/10,7579367
210,7/26/10,89059926
211,7/27/10,78766659
212,7/28/10,68952113
213,7/29/10,95539522
214,7/30/10,24201033
215,7/31/10,70310085
216,8/1/10,70017686
217,8/2/10,17768994
218,8/3/10,72106731
219,8/4/10,46787587
220,8/5/10,27644559
221,8/6/10,48484186
222,8/7/10,61863743
223,8/8/10,85447290
224,8/9/10,46533538
225,8/10/10,90816182
226,8/11/10,75605070
227,8/12/10,86231058
228,8/13/10,26034581
229,8/14/10,11970177
230,8/15/10,99856101
231,8/16/10,23145699
232,8/17/10,28678334
233,8/18/10,90901755
234,8/19/10,2409107
235,8/19/10,14497941
236,8/20/10,75681320
237,8/21/10,22508034
238,8/22/10,18857880
239,8/23/10,55422654
240,8/24/10,16404956
241,8/25/10,68676540
242,8/26/10,9695097
243,8/27/10,54406882
244,8/28/10,18580046
245,8/29/10,5242551
246,8/30/10,24351002
247,8/31/10,88013224
248,9/1/10,85566280
249,9/2/10,9621334
250,9/3/10,71174082
251,9/4/10,79984015
252,9/5/10,56529511
253,9/6/10,60792939
254,9/7/10,26784416
255,9/8/10,51555682
256,9/9/10,35531927
257,9/10/10,59348998
258,9/11/10,2310807
259,9/12/10,81688363
260,9/13/10,19052991
261,9/14/10,84372610
262,9/15/10,57250830
263,9/16/10,83461978
264,9/17/10,64072032
265,9/18/10,32963871
266,9/19/10,50720950
267,9/19/10,79786277
268,9/20/10,89114762
269,9/21/10,98288550
270,9/22/10,10069593
271,9/23/10,66909660
272,9/24/10,36861184
273,9/25/10,68799845
274,9/26/10,93568391
275,9/27/10,13789112
276,9/28/10,9155758
277,9/28/10,5890068
278,9/29/10,64072032
279,9/30/10,71652728
280,10/1/10,65901997
281,10/2/10,34772771
282,10/3/10,66496857
283,10/4/10,64072032
284,10/4/10,43786700
285,10/5/10,86269559
286,10/6/10,73889021
287,10/7/10,24716980
288,10/8/10,8329123
289,10/9/10,22537041
290,10/10/10,59490672
291,10/11/10,17898020
292,10/12/10,96270326
293,10/13/10,93568391
294,10/14/10,27245218
295,10/15/10,78171304
296,10/16/10,84885394
297,10/17/10,45460306
298,10/18/10,58628854
299,10/19/10,24284271
300,10/20/10,60675339
301,10/21/10,17372400
302,10/22/10,66650275
303,10/23/10,68299960
304,10/24/10,72976933
305,10/25/10,65022915
306,10/26/10,6530546
307,10/27/10,28911064
308,10/28/10,115952
309,10/29/10,27472489
310,10/30/10,11546851
311,10/31/10,26321062
312,11/1/10,85447290
313,11/2/10,23409465
314,11/3/10,82346705
315,11/4/10,58297580
316,11/5/10,88362910
317,11/6/10,7633587
318,11/7/10,16968368
319,11/8/10,46787587
320,11/9/10,43782821
321,11/10/10,33665308
322,11/11/10,75313636
323,11/12/10,473480
324,11/13/10,30984708
325,11/14/10,69480216
326,11/15/10,80684496
327,11/16/10,42794553
328,11/17/10,37450360
329,11/18/10,61289855
330,11/19/10,70377162
331,11/20/10,87704380
332,11/21/10,30884235
333,11/22/10,91322174
334,11/23/10,54774834
335,11/24/10,84588517
336,11/25/10,6402026
337,11/26/10,27199765
338,11/27/10,94453387
339,11/28/10,40937027
340,11/29/10,78704702
341,11/30/10,64153401
342,12/1/10,44729879
343,12/2/10,68299960
344,12/3/10,96585023
345,12/4/10,99606006
346,12/5/10,97861544
347,12/6/10,79984015
348,12/7/10,77478938
349,12/8/10,94624038
350,12/9/10,23777632
351,12/10/10,26321062
352,12/11/10,44767317
353,12/12/10,24538413
354,12/13/10,79984015
355,12/14/10,28731592
356,12/15/10,66721691
357,12/16/10,84862981
358,12/17/10,67670137
359,12/18/10,81809067
360,12/19/10,62869151
361,12/20/10,78125145
362,12/21/10,6530546
363,12/22/10,18580046
364,12/23/10,17768994
365,12/24/10,70413261
366,12/25/10,19392327
367,12/26/10,32509041
368,12/27/10,88326552
369,12/28/10,41709386
370,12/29/10,43904381
371,12/30/10,58575445
372,12/31/10,85161771
373,1/1/11,67747188
374,1/2/11,10244080
375,1/3/11,40167198
376,1/4/11,18421450
377,1/5/11,56995465
378,1/6/11,31789373
379,1/7/11,98386293
380,1/8/11,17298678
381,1/9/11,81809067
382,1/10/11,94713779
383,1/11/11,3921233
384,1/12/11,88889444
385,1/13/11,22514635
386,1/14/11,655373
387,1/15/11,33214214
388,1/16/11,73847681
389,1/17/11,16208215
390,1/18/11,63283295
391,1/19/11,3849667
392,1/20/11,23762180
393,1/21/11,85475379
394,1/22/11,7524541
395,1/23/11,23145699
396,1/24/11,19231313
397,1/25/11,77666483
398,1/26/11,80137027
399,1/27/11,33653965
400,1/28/11,32963871
401,1/29/11,3681169
402,1/30/11,33653965
403,1/31/11,60889855
404,2/1/11,22679114
405,2/2/11,81273988
406,2/3/11,61863743
407,2/4/11,3921233
408,2/5/11,75137653
409,2/6/11,43904381
410,2/7/11,97265336
411,2/8/11,29760672
412,2/9/11,26733270
413,2/10/11,35024161
414,2/11/11,71783283
415,2/12/11,9863852
416,2/13/11,20362733
417,2/14/11,3975466
418,2/14/11,1744577
419,2/15/11,93507095
420,2/16/11,31574919
421,2/17/11,59117651
422,2/18/11,18348821
423,2/19/11,51398814
424,2/20/11,8453397
425,2/21/11,61901691
426,2/22/11,44729879
427,2/23/11,90901755
428,2/24/11,5830620
429,2/25/11,23581299
430,2/26/11,72334820
431,2/27/11,4541598
432,2/28/11,59790697
433,3/1/11,18592086
434,3/2/11,37435140
435,3/3/11,54680825
436,3/4/11,40201793
437,3/5/11,17783333
438,3/6/11,56482198
439,3/7/11,43371377
440,3/8/11,6530546
441,3/9/11,39475032
442,3/10/11,4920233
443,3/11/11,37435140
444,3/12/11,14969451
445,3/13/11,44564565
446,3/14/11,94212944
447,3/15/11,89719232
448,3/16/11,37244538
449,3/17/11,13869388
450,3/18/11,78704702
451,3/19/11,20554892
452,3/20/11,7524541
453,3/21/11,36659093
454,3/22/11,51168125
455,3/23/11,12123611
456,3/24/11,89807831
457,3/25/11,10224298
458,3/26/11,46679758
459,3/27/11,62256788
460,3/28/11,88833465
461,3/29/11,82346705
462,3/30/11,43595992
463,3/31/11,88191888
464,4/1/11,53386032
465,4/2/11,68084235
466,4/3/11,31883902
467,4/4/11,55556011
468,4/5/11,45964062
469,4/6/11,20439220
470,4/7/11,23409465
471,4/8/11,37254320
472,4/9/11,50718830
473,4/10/11,13630881
474,4/11/11,48038642
475,4/12/11,97602549
476,4/13/11,37490067
477,4/14/11,3681169
478,4/15/11,21300998
479,4/16/11,15510616
480,4/17/11,75313636
481,4/18/11,66909660
482,4/19/11,77966252
483,4/20/11,56654796
484,4/21/11,35530915
485,4/22/11,27245218
486,4/23/11,43595992
487,4/23/11,94434568
488,4/24/11,76047291
489,4/25/11,97951102
490,4/26/11,41916936
491,4/27/11,52834786
492,4/28/11,86566838
493,4/29/11,98870401
494,4/30/11,87092203
495,5/1/11,43786700
496,5/2/11,72106731
497,5/3/11,71375462
498,5/4/11,19324963
499,5/5/11,82540285
500,5/6/11,67872712
501,5/7/11,92552376
502,5/8/11,37435140
503,5/9/11,98668316
504,5/9/11,15573911
505,5/10/11,28326914
506,5/11/11,7450604
507,5/12/11,75458603
508,5/13/11,29939622
509,5/14/11,15948475
510,5/15/11,89287660
511,5/16/11,90901755
512,5/17/11,51906328
513,5/18/11,34772771
514,5/19/11,41578759
515,5/20/11,56562074
516,5/21/11,9695097
517,5/22/11,27472489
518,5/23/11,88927969
519,5/24/11,72756665
520,5/25/11,71284007
521,5/26/11,43904381
522,5/27/11,93916882
523,5/28/11,50718830
524,5/29/11,70377162
525,5/30/11,19433102
526,5/31/11,16968368
527,6/1/11,81257061
528,6/2/11,93315478
529,6/3/11,27230087
530,6/4/11,91271580
531,6/5/11,30677299
532,6/6/11,47887300
533,6/7/11,73889021
534,6/8/11,17137190
535,6/9/11,59401854
536,6/10/11,87376756
537,6/11/11,44206472
538,6/12/11,39878138
539,6/13/11,7168874
540,6/14/11,5196976
541,6/15/11,9172955
542,6/16/11,67176144
543,6/17/11,5890068
544,6/18/11,72231412
545,6/19/11,70254189
546,6/20/11,41493948
547,6/21/11,11159788
548,6/22/11,21491350
549,6/23/11,87601164
550,6/24/11,23762180
551,6/25/11,22485243
552,6/26/11,27644559
553,6/27/11,51449532
554,6/28/11,88266335
555,6/29/11,32823361
556,6/30/11,5273775
557,7/1/11,49641076
558,7/2/11,78766659
559,7/3/11,62869151
560,7/4/11,3063103
561,7/5/11,46545096
562,7/6/11,63242052
563,7/6/11,17757940
564,7/7/11,21637365
565,7/8/11,46533538
566,7/9/11,51733607
567,7/10/11,77045622
568,7/11/11,70940349
569,7/12/11,90138139
570,7/13/11,83646308
571,7/14/11,91746217
572,7/15/11,70933962
573,7/16/11,51398814
574,7/17/11,87844314
575,7/18/11,2062565
576,7/19/11,59026449
577,7/20/11,11567161
578,7/21/11,62899972
579,7/22/11,69279029
580,7/23/11,55556011
581,7/24/11,69655488
582,7/25/11,89719232
583,7/26/11,86566838
584,7/27/11,96108147
585,7/28/11,37796177
586,7/29/11,52717543
587,7/30/11,37929133
588,7/31/11,83646308
589,8/1/11,56995465
590,8/2/11,7120398
591,8/3/11,21259946
592,8/4/11,2984268
593,8/5/11,15613033
594,8/6/11,70074080
595,8/7/11,38834734
596,8/8/11,54910387
597,8/9/11,26034581
598,8/10/11,28911064
599,8/11/11,80062180
600,8/12/11,93834917
601,8/13/11,94985724
602,8/14/11,60210289
603,8/15/11,50424477
604,8/16/11,32466207
605,8/17/11,18865182
606,8/18/11,27245218
607,8/19/11,3395467
608,8/20/11,63645861
609,8/21/11,80266427
610,8/22/11,27864155
611,8/23/11,29828000
612,8/24/11,21300998
613,8/25/11,32977587
614,8/26/11,39854186
615,8/27/11,36157388
616,8/28/11,97602549
617,8/29/11,23461580
618,8/30/11,9695097
619,8/31/11,69856153
620,9/1/11,61128708
621,9/2/11,7450604
622,9/3/11,48926081
623,9/4/11,17379270
624,9/5/11,93084426
625,9/6/11,66566569
626,9/7/11,55176227
627,9/8/11,98544035
628,9/9/11,67507119
629,9/10/11,74927928
630,9/11/11,8559820
631,9/12/11,67507119
632,9/13/11,59348998
633,9/14/11,33061484
634,9/15/11,22159592
635,9/16/11,9621334
636,9/17/11,70933962
637,9/18/11,71174082
638,9/19/11,45559700
639,9/20/11,59913279
640,9/21/11,42842139
641,9/22/11,26735426
642,9/23/11,55176227
643,9/24/11,13047673
644,9/25/11,88844694
645,9/26/11,5358746
646,9/27/11,54258774
647,9/28/11,97861544
648,9/29/11,61289855
649,9/30/11,42794553
650,10/1/11,24351002
651,10/2/11,44564565
652,10/3/11,75137653
653,10/4/11,72242227
654,10/5/11,69116927
655,10/6/11,96702952
656,10/7/11,41061074
657,10/8/11,32895007
658,10/9/11,57364817
659,10/10/11,5986408
660,10/11/11,5242551
661,10/12/11,30512992
662,10/13/11,4920233
663,10/14/11,89287660
664,10/14/11,91346827
665,10/15/11,86486602
666,10/16/11,4373953
667,10/17/11,94713779
668,10/18/11,69365186
669,10/19/11,28716630
670,10/20/11,85567142
671,10/21/11,43543557
672,10/22/11,72709352
673,10/23/11,95832851
674,10/24/11,69283250
675,10/24/11,93686581
676,10/25/11,13861803
677,10/26/11,9314319
678,10/27/11,30677299
679,10/28/11,21637365
680,10/29/11,13430683
681,10/29/11,20000511
682,10/30/11,10756270
683,10/31/11,30625
684,11/1/11,69365186
685,11/2/11,5074410
686,11/3/11,24716980
687,11/4/11,32785529
688,11/5/11,55571284
689,11/6/11,27472489
690,11/7/11,30041838
691,11/8/11,6929266
692,11/9/11,20036999
693,11/10/11,32895007
694,11/11/11,88013224
695,11/12/11,88146445
696,11/13/11,88140241
697,11/14/11,37399011
698,11/15/11,49049938
699,11/16/11,8634306
700,11/17/11,19433102
701,11/18/11,84514978
702,11/19/11,13861803
703,11/20/11,47997329
704,11/21/11,52525842
705,11/22/11,65106374
706,11/23/11,66877186
707,11/24/11,4161813
708,11/25/11,11253594
709,11/26/11,5196976
710,11/27/11,98435149
711,11/28/11,32060657
712,11/29/11,59026449
713,11/30/11,2310807
714,12/1/11,10697152
715,12/2/11,97602549
716,12/3/11,91390968
717,12/4/11,34658080
718,12/5/11,86738937
719,12/5/11,87442389
720,12/6/11,68512430
721,12/7/11,69154409
722,12/8/11,76047291
723,12/9/11,22751691
724,12/10/11,30211472
725,12/11/11,43543557
726,12/12/11,71612300
727,12/13/11,11253594
728,12/14/11,79417131
729,12/15/11,72546278
730,12/16/11,39878138
731,12/17/11,77397967
732,12/18/11,61128708
733,12/19/11,92760179
734,12/20/11,82349085
735,12/21/11,82875876
736,12/21/11,45460306
737,12/22/11,18857880
738,12/23/11,8761173
739,12/24/11,55422654
740,12/25/11,14003990
741,12/26/11,27694415
742,12/27/11,98031915
743,12/28/11,13506208
744,12/29/11,54910387
745,12/30/11,39793616
746,12/31/11,49793243
747,1/1/12,43812528
748,1/2/12,35608498
749,1/3/12,10159429
750,1/4/12,9368354
751,1/5/12,38060179
752,1/6/12,87652783
753,1/7/12,53098400
754,1/8/12,27644559
755,1/9/12,1707767
756,1/10/12,15510616
757,1/11/12,77666483
758,1/12/12,24284271
759,1/13/12,22392442
760,1/14/12,8140001
761,1/15/12,94985724
762,1/16/12,58575445
763,1/17/12,98668316
764,1/18/12,97397346
765,1/19/12,20109606
766,1/20/12,94725896
767,1/20/12,19231313
768,1/21/12,43883805
769,1/22/12,2984268
770,1/23/12,2062565
771,1/24/12,21439837
772,1/25/12,78999689
773,1/26/12,56288740
774,1/27/12,65934176
775,1/28/12,97814560
776,1/29/12,81948831
777,1/30/12,83898012
778,1/31/12,6529467
779,2/1/12,21300998
780,2/1/12,29828000
781,2/2/12,23056074
782,2/3/12,15573911
783,2/4/12,57626690
784,2/5/12,39074919
785,2/6/12,94985724
786,2/7/12,82875876
787,2/8/12,50777453
788,2/9/12,89069921
789,2/10/12,57023524
790,2/11/12,85209508
791,2/12/12,59790697
792,2/13/12,94777467
793,2/14/12,9055424
794,2/15/12,62899972
795,2/16/12,73363124
796,2/17/12,11324866
797,2/18/12,92813372
798,2/19/12,99462010
799,2/20/12,24386478
800,2/21/12,14886117
801,2/22/12,69655488
802,2/23/12,85566280
803,2/24/12,51555682
804,2/25/12,98833229
805,2/26/12,40353165
806,2/27/12,13861803
807,2/28/12,36956802
808,2/29/12,15948475
809,3/1/12,29163103
810,3/2/12,5133287
811,3/3/12,95103843
812,3/4/12,86738937
813,3/5/12,3950560
814,3/6/12,89719232
815,3/7/12,83888944
816,3/8/12,86039133
817,3/9/12,24457537
818,3/10/12,85121456
819,3/10/12,573404
820,3/11/12,73890948
821,3/12/12,2015399
822,3/13/12,36597528
823,3/14/12,36695255
824,3/15/12,26730521
825,3/16/12,87704380
826,3/17/12,2201900
827,3/18/12,89823824
828,3/19/12,95156199
829,3/20/12,33214214
830,3/21/12,11125200
831,3/22/12,7450604
832,3/23/12,63612004
833,3/24/12,85161771
834,3/25/12,60317245
835,3/26/12,51449532
836,3/27/12,11159788
837,3/28/12,98438869
838,3/29/12,13226562
839,3/30/12,16742674
840,3/31/12,16515123
841,4/1/12,33665308
842,4/2/12,13475152
843,4/3/12,31574919
844,4/4/12,49049938
845,4/5/12,5358746
846,4/6/12,5005148
847,4/7/12,93064017
848,4/8/12,22508034
849,4/9/12,48038642
850,4/10/12,5242551
851,4/11/12,95103843
852,4/12/12,38060179
853,4/13/12,81827591
854,4/14/12,64812564
855,4/15/12,74468281
856,4/16/12,80266427
857,4/17/12,71652728
858,4/18/12,5318485
859,4/19/12,755169
860,4/20/12,72756665
861,4/21/12,80275692
862,4/22/12,10697152
863,4/23/12,79786277
864,4/24/12,33780107
865,4/25/12,51555682
866,4/26/12,57278788
867,4/27/12,16322764
868,4/28/12,68799845
869,4/29/12,47997329
870,4/30/12,64373385
871,5/1/12,56015809
872,5/2/12,47490583
873,5/3/12,81257061
874,5/4/12,55300969
875,5/5/12,22537041
876,5/6/12,45893916
877,5/7/12,33082380
878,5/8/12,21491350
879,5/9/12,85566280
880,5/10/12,51391984
881,5/11/12,6529467
882,5/12/12,75137653
883,5/13/12,16742674
884,5/13/12,26709627
885,5/14/12,9586787
886,5/15/12,75507634
887,5/16/12,28525854
888,5/17/12,60792939
889,5/18/12,81701666
890,5/19/12,43450172
891,5/20/12,98386293
892,5/21/12,64812564
893,5/22/12,23409465
894,5/23/12,20109606
895,5/24/12,32895007
896,5/25/12,40072635
897,5/26/12,36293208
898,5/27/12,68677409
899,5/28/12,69283250
900,5/29/12,88146445
901,5/30/12,57023524
902,5/31/12,59490672
903,6/1/12,25127053
904,6/2/12,30489508
905,6/3/12,32541597
906,6/4/12,11666700
907,6/5/12,26735426
908,6/6/12,97946701
909,6/7/12,62360903
910,6/8/12,56482198
911,6/9/12,78398330
912,6/10/12,88140241
913,6/11/12,17137190
914,6/12/12,91557437
915,6/13/12,85790898
916,6/14/12,28678334
917,6/15/12,62885522
918,6/16/12,23610432
919,6/17/12,79354849
920,6/18/12,39878138
921,6/19/12,55571284
922,6/20/12,15613033
923,6/21/12,31830598
924,6/22/12,20648901
925,6/23/12,38056374
926,6/24/12,84514978
927,6/25/12,30561846
928,6/26/12,5397487
929,6/27/12,25499412
930,6/28/12,254791
931,6/29/12,24457537
932,6/30/12,27651757
933,7/1/12,7740090
934,7/2/12,8559820
935,7/3/12,88106109
936,7/4/12,95156199
937,7/5/12,26508465
938,7/6/12,4935407
939,7/7/12,4450382
940,7/8/12,89853192
941,7/9/12,60553103
942,7/10/12,7454040
943,7/11/12,43782821
944,7/12/12,11277990
945,7/13/12,19231313
946,7/14/12,51900787
947,7/15/12,44729879
948,7/16/12,61955226
949,7/17/12,563457
950,7/18/12,60364623
951,7/19/12,30840785
952,7/20/12,33226705
953,7/21/12,48038642
954,7/22/12,11970177
955,7/23/12,14628914
956,7/23/12,37490067
957,7/24/12,94777467
958,7/25/12,59301341
959,7/26/12,37399011
960,7/27/12,73861772
961,7/28/12,54680825
962,7/29/12,26730521
963,7/30/12,57981980
964,7/31/12,96418649
965,8/1/12,75507634
966,8/2/12,473480
967,8/3/12,53098400
968,8/4/12,4254763
969,8/5/12,22794153
970,8/6/12,44649616
971,8/7/12,45893916
972,8/8/12,30840785
973,8/9/12,72231412
974,8/10/12,8634306
975,8/11/12,66721691
976,8/12/12,15613033
977,8/13/12,40126016
978,8/14/12,32130771
979,8/15/12,83218541
980,8/16/12,92057578
981,8/17/12,64674663
982,8/18/12,26321062
983,8/19/12,23610432
984,8/20/12,20793152
985,8/21/12,27651757
986,8/22/12,42150456
987,8/23/12,25127053
988,8/24/12,83122118
989,8/25/12,60210289
990,8/26/12,52127903
991,8/27/12,95870669
992,8/28/12,13226562
993,8/29/12,69154409
994,8/30/12,13298781
995,8/31/12,66909660
996,9/1/12,18507198
997,9/2/12,68990429
998,9/3/12,96092207
999,9/4/12,8559820
1000,9/5/12,60889855
1001,9/6/12,71925645
1002,9/7/12,86995711
1003,9/8/12,59117651
1004,9/9/12,70074080
1005,9/10/12,69154409
1006,9/11/12,86575471
1007,9/12/12,32823361
1008,9/13/12,58297580
1009,9/14/12,27833162
1010,9/15/12,185742
1011,9/16/12,67872712
1012,9/17/12,36350941
1013,9/18/12,73890948
1014,9/19/12,9502171
1015,9/20/12,15968265
1016,9/21/12,71783283
1017,9/22/12,19324963
1018,9/23/12,66198036
1019,9/24/12,71783283
1020,9/25/12,41061074
1021,9/26/12,16012008
1022,9/26/12,185742
1023,9/27/12,59301341
1024,9/28/12,48484186
1025,9/29/12,2731827
1026,9/30/12,71466230
1027,10/1/12,83930644
1028,10/2/12,8634306
1029,10/3/12,22097799
1030,10/4/12,17991968
1031,10/5/12,17372400
1032,10/6/12,91548861
1033,10/7/12,22971023
1034,10/8/12,5057444
1035,10/9/12,41578759
1036,10/10/12,90132893
1037,10/11/12,13630881
1038,10/12/12,90066382
1039,10/13/12,16210896
1040,10/14/12,83218541
1041,10/15/12,66272936
1042,10/16/12,82905253
1043,10/17/12,11291663
1044,10/18/12,31574919
1045,10/19/12,80878577
1046,10/20/12,26784416
1047,10/21/12,57981980
1048,10/22/12,89853192
1049,10/23/12,83898012
1050,10/24/12,56089225
1051,10/25/12,30211472
1052,10/26/12,2062565
1053,10/27/12,30888564
1054,10/28/12,5318485
1055,10/29/12,21117580
1056,10/30/12,17767234
1057,10/31/12,24201033
1058,11/1/12,91346827
1059,11/2/12,95633573
1060,11/3/12,21439837
1061,11/4/12,43831611
1062,11/5/12,83218541
1063,11/6/12,82023625
1064,11/7/12,51168125
1065,11/8/12,67731801
1066,11/9/12,3950560
1067,11/10/12,1905045
1068,11/11/12,93034139
1069,11/12/12,49049938
1070,11/13/12,81255831
1071,11/14/12,24927141
1072,11/15/12,27651757
1073,11/16/12,45759809
1074,11/17/12,97472473
1075,11/18/12,28752538
1076,11/18/12,45976249
1077,11/19/12,83372796
1078,11/20/12,2201900
1079,11/21/12,33082380
1080,11/22/12,9314319
1081,11/23/12,4541598
1082,11/24/12,89853192
1083,11/25/12,4227288
1084,11/26/12,5397487
1085,11/27/12,36736368
1086,11/28/12,75542210
1087,11/29/12,83962173
1088,11/30/12,63242052
1089,12/1/12,55300969
1090,12/2/12,22508034
1091,12/3/12,75672728
1092,12/4/12,91271580
1093,12/5/12,98107728
1094,12/6/12,91746217
1095,12/7/12,7524541
1096,12/8/12,69480216
1097,12/9/12,2100042
1098,12/9/12,38540530
1099,12/10/12,22508034
1100,12/11/12,32963871
1101,12/12/12,78548173
1102,12/13/12,9586787
1103,12/14/12,40937027
1104,12/15/12,11159788
1105,12/16/12,32602485
1106,12/17/12,85790898
1107,12/18/12,96702952
1108,12/19/12,96845635
1109,12/20/12,72231412
1110,12/21/12,33872149
1111,12/22/12,90066382
1112,12/23/12,98391185
1113,12/24/12,24351002
1114,12/25/12,98497822
1115,12/26/12,19231313
1116,12/27/12,68084235
1117,12/28/12,41061074
1118,12/29/12,77045622
1119,12/30/12,92496558
1120,12/31/12,69804008
1121,1/1/13,93767019
1122,1/2/13,6317212
1123,1/3/13,17865149
1124,1/4/13,23762180
1125,1/5/13,95156199
1126,1/6/13,47774458
1127,1/7/13,81688363
1128,1/8/13,64153401
1129,1/9/13,33748846
1130,1/10/13,25262465
1131,1/11/13,55176227
1132,1/12/13,22508034
1133,1/12/13,2584455
1134,1/13/13,81255831
1135,1/14/13,71844137
1136,1/15/13,27230087
1137,1/16/13,62360903
1138,1/17/13,31932274
1139,1/18/13,9222932
1140,1/19/13,73839757
1141,1/20/13,50381386
1142,1/21/13,18421450
1143,1/22/13,96363930
1144,1/23/13,7633587
1145,1/24/13,26547348
1146,1/25/13,32955035
1147,1/26/13,20439220
1148,1/27/13,37341244
1149,1/28/13,72976933
1150,1/29/13,18592086
1151,1/30/13,93129903
1152,1/31/13,13506208
1153,1/31/13,20769480
1154,2/1/13,33226705
