2917020007,POCKET,KING
2116023601,RESORTE,QUEEN
2914010012,POCKET,1 1/2
2843C4,RESORTE,2
2917010003,POCKET,KING
2146020101,LATEX,QUEEN
2124030201,POCKET,1 1/2
284397,RESORTE,2
4126041501,POCKET,QUEEN
2124023201,POCKET,1 1/2
2115030901,RESORTE,2
2127023201,POCKET,KING
284404,RESORTE,QUEEN
2124023301,POCKET,1 1/2
265323,ESPUMA C200,2
2127023391,POCKET,KING
267401,RESORTE,QUEEN
2124023401,POCKET,1 1/2
4915040004,RESORTE,2
2127023401,POCKET,KING
458435,RESORTE,QUEEN
2124020201,POCKET,1 1/2
2915010020,RESORTE,2
2127020201,POCKET,KING
2126020901,POCKET,QUEEN
2124011101,POCKET,KING
2126021001,POCKET,QUEEN
265324,ESPUMA C200,2
4127050301,POCKET,KING
2126020501,POCKET,QUEEN
2145020101,LATEX,2
2127050101,POCKET,KING
2126041001,POCKET,QUEEN
2125020591,POCKET,2
2127050201,POCKET,KING
2844S1,RESORTE,QUEEN
4127040201,POCKET,KING
267422,RESORTE,QUEEN
458430,RESORTE,QUEEN
2844S3,RESORTE,QUEEN
267442,RESORTE,QUEEN
267317,RESORTE,2
2127040301,POCKET,KING
2126041101,POCKET,QUEEN
2843S4,RESORTE,2
2127040491,POCKET,KING
458450,RESORTE,QUEEN
2125020901,POCKET,2
2127040501,POCKET,KING
284403,RESORTE,QUEEN
2115024801,RESORTE,2
2127040201,POCKET,KING
458423,RESORTE,QUEEN
2843C5,RESORTE,2
2127040601,POCKET,KING
458432,RESORTE,QUEEN
2115021801,RESORTE,2
2127040791,POCKET,KING
2844C1,RESORTE,QUEEN
2115021301,RESORTE,2
2127041101,POCKET,KING
2136021901,ESPUMA C500,QUEEN
284303,RESORTE,2
2127040801,POCKET,KING
2146020301,LATEX,QUEEN
2125020401,POCKET,2
2127040901,POCKET,KING
267479,RESORTE,QUEEN
458305,RESORTE,2
2127040101,POCKET,KING
267443,RESORTE,QUEEN
4127040401,POCKET,KING
2916020093,RESORTE,QUEEN
4917040002,POCKET,KING
4917040092,POCKET,KING
4126041401,POCKET,QUEEN
4127041201,POCKET,KING
2116021101,RESORTE,QUEEN
4126050301,POCKET,QUEEN
4917040003,POCKET,KING
265328,ESPUMA C200,2
4127041302,POCKET,KING
2116024891,RESORTE,QUEEN
4917040004,POCKET,KING
284405,RESORTE,QUEEN
4917040005,POCKET,KING
458428,RESORTE,QUEEN
265427,ESPUMA C200,QUEEN
2115010601,RESORTE,2
4127041401,POCKET,KING
458437,RESORTE,QUEEN
267494,RESORTE,QUEEN
26542B,ESPUMA C400,QUEEN
2915010022,RESORTE,2
4127041501,POCKET,KING
2916020010,LATEX,QUEEN
4127041601,POCKET,KING
4127040501,POCKET,KING
2125050201,POCKET,2
2127041001,POCKET,KING
2916010004,POCKET,QUEEN
284316,RESORTE,2
2116030691,RESORTE,QUEEN
267391,RESORTE,2
4127041801,POCKET,KING
2916020005,RESORTE,QUEEN
284374,RESORTE,2
2914010017,POCKET,1 1/2
2915010015,RESORTE,2
2917010005,POCKET,KING
2126022401,POCKET,QUEEN
2124020101,POCKET,1 1/2
2915010002,RESORTE,2
2127020191,POCKET,KING
267480,RESORTE,QUEEN
2124030101,POCKET,1 1/2
267339,RESORTE,2
267426,RESORTE,QUEEN
2124024091,POCKET,1 1/2
465283,OXYGEL,2
2127024001,POCKET,KING
284452,RESORTE,QUEEN
2843930002,RESORTE,2
2114020401,RESORTE,1 1/2
458396,RESORTE,2
2117020401,RESORTE,KING
2844C2,RESORTE,QUEEN
458321,RESORTE,2
2114020501,RESORTE,1 1/2
2915020007,RESORTE,2
2117020501,RESORTE,KING
267492,RESORTE,QUEEN
267036,RESORTE,2
2114020691,RESORTE,1 1/2
2145022301,LATEX,2
2117020601,RESORTE,KING
2126022101,POCKET,QUEEN
458201,RESORTE,1 1/2
2115011201,RESORTE,2
2915010016,RESORTE,2
2842A4,RESORTE,1 1/2
2125040201,POCKET,2
2845A4,RESORTE,KING
2116021501,RESORTE,QUEEN
2842A8,RESORTE,1 1/2
2115050201,RESORTE,2
2845A8,RESORTE,KING
26542C,ESPUMA C400,QUEEN
2842B2,RESORTE,1 1/2
2843B2,RESORTE,2
2845B2,RESORTE,KING
2116020691,RESORTE,QUEEN
2114010601,RESORTE,1 1/2
2915020013,POCKET,2
4914010001,RESORTE,1 1/2
267374,RESORTE,2
2842A1,RESORTE,1 1/2
2145020401,LATEX,2
2845A1,RESORTE,KING
2126040291,POCKET,QUEEN
2842B3,RESORTE,1 1/2
458399,RESORTE,2
2845B3,RESORTE,KING
2844C6,RESORTE,QUEEN
284250,RESORTE,1 1/2
267333,RESORTE,2
284550,RESORTE,KING
2844A3,RESORTE,QUEEN
2842A9,RESORTE,1 1/2
267343,RESORTE,2
2845A9,RESORTE,KING
2116020701,RESORTE,QUEEN
2842A2,RESORTE,1 1/2
2115031101,RESORTE,2
2845A2,RESORTE,KING
267453,RESORTE,QUEEN
2842C2,RESORTE,1 1/2
2135000001,ESPUMA C500,2
2845C2,RESORTE,KING
284424,RESORTE,QUEEN
2145020301,LATEX,2
2114021201,RESORTE,1 1/2
2125030201,POCKET,2
2117021201,RESORTE,KING
2126030491,POCKET,QUEEN
2843A3,RESORTE,2
2114021301,RESORTE,1 1/2
267322,RESORTE,2
2117021391,RESORTE,KING
2844C5,RESORTE,QUEEN
267021,RESORTE,CUNA
458241,RESORTE,1 1/2
2915010010,POCKET,2
284305,RESORTE,2
2115020801,RESORTE,2
284211,RESORTE,1 1/2
2915010006,RESORTE,2
284262,RESORTE,1 1/2
265327,ESPUMA C200,2
267001,RESORTE,CUNA
284209,RESORTE,1 1/2
2132010906,ESPUMA C500,2
2843A5,RESORTE,2
284210,RESORTE,1 1/2
267396,RESORTE,2
2114020101,RESORTE,1 1/2
2115021501,RESORTE,2
2117020101,RESORTE,KING
267454,RESORTE,QUEEN
267221,RESORTE,1 1/2
458343,RESORTE,2
26559M,NATURE EURO,2
2111023701,RESORTE,CUNA
267521,RESORTE,KING
2844S5,RESORTE,QUEEN
267326,RESORTE,2
2914010004,RESORTE,1 1/2
2843B6,RESORTE,2
267205,RESORTE,1 1/2
284308,RESORTE,2
4125041301,POCKET,2
267505,RESORTE,KING
2146020201,LATEX,QUEEN
284350,RESORTE,2
2114030101,RESORTE,1 1/2
458322,RESORTE,2
458205,RESORTE,1 1/2
284393,RESORTE,2
284218,RESORTE,1 1/2
2843B5,RESORTE,2
284215,RESORTE,1 1/2
2145020201,LATEX,2
284402,RESORTE,QUEEN
284216,RESORTE,1 1/2
2125040791,POCKET,2
2845160000,RESORTE,KING
458426,RESORTE,QUEEN
284217,RESORTE,1 1/2
2845170000,RESORTE,KING
2126040891,POCKET,QUEEN
284214,RESORTE,1 1/2
284315,RESORTE,2
2114030201,RESORTE,1 1/2
2115030201,RESORTE,2
458431,RESORTE,QUEEN
267256,RESORTE,1 1/2
2125024801,RESORTE,2
267556,RESORTE,KING
2116020501,RESORTE,QUEEN
2115030501,RESORTE,2
458202,RESORTE,1 1/2
267378,RESORTE,2
2125021091,POCKET,2
213027,RESORTE,1 1/2
2843960002,RESORTE,2
267211,RESORTE,1 1/2
267213,RESORTE,1 1/2
267214,RESORTE,1 1/2
267212,RESORTE,1 1/2
2114021501,RESORTE,1 1/2
2843C7,RESORTE,2
2117021501,RESORTE,KING
2126050101,POCKET,QUEEN
2842C4,RESORTE,1 1/2
2843A7,RESORTE,2
267379,RESORTE,2
2845C4,RESORTE,KING
458439,RESORTE,QUEEN
2842930002,RESORTE,1 1/2
284399,RESORTE,2
2845930002,RESORTE,KING
2146022601,LATEX,QUEEN
2842C6,RESORTE,1 1/2
2843C2,RESORTE,2
2845C6,RESORTE,KING
267434,RESORTE,QUEEN
2114021101,RESORTE,1 1/2
2114021191,RESORTE,1 1/2
2125023401,POCKET,2
2117021101,RESORTE,KING
2916020013,RESORTE,QUEEN
2842960002,RESORTE,1 1/2
2125041101,POCKET,2
2845960002,RESORTE,KING
266417,LATEX,QUEEN
2842080002,RESORTE,1 1/2
267305,RESORTE,2
2845080002,RESORTE,KING
2916020011,LATEX,QUEEN
2124024801,RESORTE,1 1/2
2135020101,ESPUMA C500,2
2127024891,RESORTE,KING
4126040201,POCKET,QUEEN
2842620002,RESORTE,1 1/2
2663A4,LATEX,2
267245,RESORTE,1 1/2
284362,RESORTE,2
2842C8,RESORTE,1 1/2
284309,RESORTE,2
2845C8,RESORTE,KING
2126023391,POCKET,QUEEN
2842C7,RESORTE,1 1/2
2125030401,POCKET,2
2845C7,RESORTE,KING
2116011301,RESORTE,QUEEN
2114024801,RESORTE,1 1/2
2915010012,POCKET,2
2117024801,RESORTE,KING
2136020101,ESPUMA C500,QUEEN
2842C5,RESORTE,1 1/2
2135021901,ESPUMA C500,2
2845C5,RESORTE,KING
2664A4,LATEX,QUEEN
458243,RESORTE,1 1/2
2915020090,RESORTE,2
2115030601,RESORTE,2
2843S2,RESORTE,2
267380,RESORTE,2
2114030301,RESORTE,1 1/2
284394,RESORTE,2
265326,ESPUMA C200,2
2117030391,RESORTE,KING
284446,RESORTE,QUEEN
284249,RESORTE,1 1/2
4195053501,RESORTE,2
2843C1,RESORTE,2
284549,RESORTE,KING
284491,RESORTE,QUEEN
2842A5,RESORTE,1 1/2
2125040601,POCKET,2
4125050301,POCKET,2
2845A5,RESORTE,KING
2844C7,RESORTE,QUEEN
2843B3,RESORTE,2
2842A7,RESORTE,1 1/2
2115020791,RESORTE,2
2845A7,RESORTE,KING
2116020391,RESORTE,QUEEN
267277,RESORTE,1 1/2
267302,RESORTE,2
267346,RESORTE,2
267577,RESORTE,KING
2126020301,POCKET,QUEEN
267279,RESORTE,1 1/2
284324,RESORTE,2
266317,LATEX,2
267579,RESORTE,KING
2116020201,RESORTE,QUEEN
267278,RESORTE,1 1/2
267392,RESORTE,2
265A2C,ESPUMA C400,2
267578,RESORTE,KING
2916010006,RESORTE,QUEEN
284273,RESORTE,1 1/2
26534G,ESPUMA C500,2
2125040301,POCKET,2
284573,RESORTE,KING
4126041391,POCKET,QUEEN
284274,RESORTE,1 1/2
267349,RESORTE,2
284574,RESORTE,KING
2844A1,RESORTE,QUEEN
267280,RESORTE,1 1/2
26523M,NATURE EURO,2
2125020501,POCKET,2
267580,RESORTE,KING
284494,RESORTE,QUEEN
2914030002,RESORTE,1 1/2
2115030101,RESORTE,2
267226,RESORTE,1 1/2
267345,RESORTE,2
284396,RESORTE,2
267526,RESORTE,KING
2916210002,RESORTE,QUEEN
2114020391,RESORTE,1 1/2
213028,RESORTE,2
2117020391,RESORTE,KING
266474,LATEX,QUEEN
2843S3,RESORTE,2
2114021701,RESORTE,1 1/2
284395,RESORTE,2
2917021701,RESORTE,KING
2126040101,POCKET,QUEEN
2115020901,RESORTE,2
2114021891,RESORTE,1 1/2
284363,RESORTE,2
266032,LATEX,CUNA
2917021801,RESORTE,KING
2844930002,RESORTE,QUEEN
267243,RESORTE,1 1/2
2131000001,ESPUMA C420,2
2115020391,RESORTE,2
2111021801,RESORTE,CUNA
267543,RESORTE,KING
2844960002,RESORTE,QUEEN
267293,RESORTE,1 1/2
267307,RESORTE,2
2843B1,RESORTE,2
267593,RESORTE,KING
267477,RESORTE,QUEEN
284246,RESORTE,1 1/2
458327,RESORTE,2
284398,RESORTE,2
284546,RESORTE,KING
267445,RESORTE,QUEEN
284245,RESORTE,1 1/2
284321,RESORTE,2
26538J,ESPUMA C500,2
284545,RESORTE,KING
2844B8,RESORTE,QUEEN
284244,RESORTE,1 1/2
458347,RESORTE,2
284348,RESORTE,2
284544,RESORTE,KING
2126022501,POCKET,QUEEN
284241,RESORTE,1 1/2
267325,RESORTE,2
2843S6,RESORTE,2
284541,RESORTE,KING
2844A5,RESORTE,QUEEN
2842B8,RESORTE,1 1/2
2915010007,RESORTE,2
2845B8,RESORTE,KING
284474,RESORTE,QUEEN
284240,RESORTE,1 1/2
266346,LATEX,2
284392,RESORTE,2
266017,LATEX,CUNA
284540,RESORTE,KING
284445,RESORTE,QUEEN
2911010001,RESORTE,CUNA
267046,RESORTE,CUNA
267216,RESORTE,1 1/2
266320,LATEX,2
267217,RESORTE,1 1/2
2145021601,LATEX,2
2114020701,RESORTE,1 1/2
458341,RESORTE,2
2117020701,RESORTE,KING
2117020791,RESORTE,KING
284441,RESORTE,QUEEN
2843C9,RESORTE,2
2131011001,ESPUMA C200,CUNA
458247,RESORTE,1 1/2
4125041801,POCKET,2
2115021201,RESORTE,2
267356,RESORTE,2
458297,RESORTE,1 1/2
458398,RESORTE,2
2114022201,RESORTE,1 1/2
2115011501,RESORTE,2
2117022201,RESORTE,KING
284406,RESORTE,QUEEN
2114011201,RESORTE,1 1/2
284326,RESORTE,2
2844A9,RESORTE,QUEEN
2114020291,RESORTE,1 1/2
267316,RESORTE,2
2117020201,RESORTE,KING
4916040005,POCKET,QUEEN
267013,RESORTE,CUNA
267043,RESORTE,CUNA
458331,RESORTE,2
467501,RESORTE,KING
2125050101,POCKET,2
2115020101,RESORTE,2
2914010011,RESORTE,1 1/2
265325,ESPUMA C200,2
2917010002,RESORTE,KING
4126040401,POCKET,QUEEN
267202,RESORTE,1 1/2
2125020301,POCKET,2
2843A9,RESORTE,2
267502,RESORTE,KING
2116030291,RESORTE,QUEEN
284252,RESORTE,1 1/2
2917020098,RESORTE,KING
466401,ESPUMA VISCO GEL,QUEEN
266447,LATEX,QUEEN
2116020101,RESORTE,QUEEN
2114030501,RESORTE,1 1/2
267347,RESORTE,2
458246,RESORTE,1 1/2
284340,RESORTE,2
267353,RESORTE,2
458546,RESORTE,KING
267421,RESORTE,QUEEN
267546,RESORTE,KING
2911020002,LATEX,CUNA
2126020201,POCKET,QUEEN
267246,RESORTE,1 1/2
2115011301,RESORTE,2
2915020011,LATEX,2
458296,RESORTE,1 1/2
2125020291,POCKET,2
284311,RESORTE,2
458596,RESORTE,KING
2126050201,POCKET,QUEEN
267596,RESORTE,KING
266420,LATEX,QUEEN
267296,RESORTE,1 1/2
2125023201,POCKET,2
458302,RESORTE,2
267241,RESORTE,1 1/2
2115021701,RESORTE,2
267394,RESORTE,2
284040-2,RESORTE,CUNA
267541,RESORTE,KING
267493,RESORTE,QUEEN
267291,RESORTE,1 1/2
2915020017,RESORTE,2
284312,RESORTE,2
267591,RESORTE,KING
2844B1,RESORTE,QUEEN
2914030003,RESORTE,1 1/2
2917030001,RESORTE,KING
284451,RESORTE,QUEEN
284347,RESORTE,2
2114030601,RESORTE,1 1/2
2125041001,POCKET,2
2117030691,RESORTE,KING
2116022201,RESORTE,QUEEN
2914010013,RESORTE,1 1/2
2915030002,RESORTE,2
2917010004,RESORTE,KING
284463,RESORTE,QUEEN
2114020801,RESORTE,1 1/2
284307,RESORTE,2
2842B6,RESORTE,1 1/2
2915210008,RESORTE,2
2845B6,RESORTE,KING
265429,ESPUMA C200,QUEEN
267248,RESORTE,1 1/2
26532B,ESPUMA C400,2
4135050201,ESPUMA VISCO GEL,2
267548,RESORTE,KING
458420,RESORTE,QUEEN
2125023391,POCKET,2
458550,RESORTE,KING
2126040901,POCKET,QUEEN
267247,RESORTE,1 1/2
2115010791,RESORTE,2
267547,RESORTE,KING
2126040401,POCKET,QUEEN
284202,RESORTE,1 1/2
284373,RESORTE,2
284502,RESORTE,KING
2844B2,RESORTE,QUEEN
284204,RESORTE,1 1/2
2843A4,RESORTE,2
284504,RESORTE,KING
2916010005,RESORTE,QUEEN
284203,RESORTE,1 1/2
2843C8,RESORTE,2
284503,RESORTE,KING
284426,RESORTE,QUEEN
267451,RESORTE,QUEEN
267249,RESORTE,1 1/2
2125030701,POCKET,2
267549,RESORTE,KING
2664AC,LATEX,QUEEN
458248,RESORTE,1 1/2
2915010019,POCKET,2
2843C6,RESORTE,2
458298,RESORTE,1 1/2
2115021101,RESORTE,2
284040-1,RESORTE,CUNA
267014,RESORTE,CUNA
458345,RESORTE,2
284226,RESORTE,1 1/2
2915010011,RESORTE,2
2116040101,RESORTE,QUEEN
284526,RESORTE,KING
267341,RESORTE,2
267545,RESORTE,KING
26542D,ESPUMA C500,QUEEN
2131010901,ESPUMA C500,CUNA
4915040002,RESORTE,2
2914010006,RESORTE,1 1/2
26533E,ESPUMA C500,2
267041,RESORTE,CUNA
267501,RESORTE,KING
2146022301,LATEX,QUEEN
267251,RESORTE,1 1/2
4125041501,POCKET,2
267351,RESORTE,2
267551,RESORTE,KING
2126040601,POCKET,QUEEN
267254,RESORTE,1 1/2
4915040005,RESORTE,2
284325,RESORTE,2
267554,RESORTE,KING
2916020015,RESORTE,QUEEN
284291,RESORTE,1 1/2
26515L,ESPUMA D=30,1
26516K,ESPUMA C400,1
2917030801,RESORTE,KING
2126030701,POCKET,QUEEN
2842C3,RESORTE,1 1/2
458196,RESORTE,1
2916020012,POCKET,QUEEN
4122041101,POCKET,1
2114030901,RESORTE,1 1/2
2112030601,RESORTE,1
2117030901,RESORTE,KING
267456,RESORTE,QUEEN
2842B1,RESORTE,1 1/2
284196,RESORTE,1
2845B1,RESORTE,KING
267478,RESORTE,QUEEN
2914010014,RESORTE,1 1/2
2112020601,RESORTE,1
267253,RESORTE,1 1/2
2132020101,ESPUMA C500,1
267126,RESORTE,1
267553,RESORTE,KING
284407,RESORTE,QUEEN
2114011301,RESORTE,1 1/2
2112030801,RESORTE,1
2117011301,RESORTE,KING
2844C8,RESORTE,QUEEN
2914010016,RESORTE,1 1/2
284126,RESORTE,1
284447,RESORTE,QUEEN
2132023703,ESPUMA C500,1
2914210009,RESORTE,1 1/2
267121,RESORTE,1
267574,RESORTE,KING
284442,RESORTE,QUEEN
267225,RESORTE,1 1/2
26512C,ESPUMA C400,1
26514F,ESPUMA C400,1
267525,RESORTE,KING
26548N,ESPUMA C500,QUEEN
284109,RESORTE,1
2117050201,RESORTE,KING
2916010003,RESORTE,QUEEN
2114050101,RESORTE,1 1/2
267148,RESORTE,1
2117050101,RESORTE,KING
458433,RESORTE,QUEEN
267242,RESORTE,1 1/2
458101,RESORTE,1
267196,RESORTE,1
2131020001,ESPUMA C500,CUNA
267542,RESORTE,KING
2844S2,RESORTE,QUEEN
267292,RESORTE,1 1/2
458147,RESORTE,1
284145,RESORTE,1
267592,RESORTE,KING
284408,RESORTE,QUEEN
2914020016,RESORTE,1 1/2
284101,RESORTE,1
2917020009,RESORTE,KING
2845B4,RESORTE,KING
4136050291,ESPUMA VISCO GEL,QUEEN
267448,RESORTE,QUEEN
2844S6,RESORTE,QUEEN
284493,RESORTE,QUEEN
284143,RESORTE,1
458197,RESORTE,1
2664AK,LATEX,QUEEN
267178,RESORTE,1
284472,RESORTE,QUEEN
458523,RESORTE,KING
2146020491,LATEX,QUEEN
458524,RESORTE,KING
2664A7,LATEX,QUEEN
458530,RESORTE,KING
4585300002,RESORTE,KING
284496,RESORTE,QUEEN
458528,RESORTE,KING
267433,RESORTE,QUEEN
458533,RESORTE,KING
4916040017,POCKET,QUEEN
284106,RESORTE,1
458526,RESORTE,KING
2844A2,RESORTE,QUEEN
458532,RESORTE,KING
2112020401,RESORTE,1
458529,RESORTE,KING
2841B7,RESORTE,1
267143,RESORTE,1
458521,RESORTE,KING
2844080002,RESORTE,QUEEN
458148,RESORTE,1
458542,RESORTE,KING
4916040007,RESORTE,QUEEN
2841A3,RESORTE,1
458531,RESORTE,KING
2912020003,LATEX,1
458541,RESORTE,KING
4585410002,RESORTE,KING
267181,RESORTE,1
2912010001,RESORTE,1
2845S1,RESORTE,KING
2844A6,RESORTE,QUEEN
458539,RESORTE,KING
4916041701,RESORTE,QUEEN
26512E,ESPUMA C500,1
2845S6,RESORTE,KING
2916030002,RESORTE,QUEEN
284499,RESORTE,QUEEN
26512B,ESPUMA C400,1
2845S4,RESORTE,KING
2126040591,POCKET,QUEEN
284415,RESORTE,QUEEN
2112010701,RESORTE,1
2117040101,RESORTE,KING
26544F,ESPUMA C400,QUEEN
2126023201,POCKET,QUEEN
2844B3,RESORTE,QUEEN
2116050201,RESORTE,QUEEN
267491,RESORTE,QUEEN
458421,RESORTE,QUEEN
2112021801,RESORTE,1
2845S3,RESORTE,KING
265125,ESPUMA C200,1
458442,RESORTE,QUEEN
265128,ESPUMA C200,1
2845S2,RESORTE,KING
2126020401,POCKET,QUEEN
284193,RESORTE,1
2845S5,RESORTE,KING
2126040301,POCKET,QUEEN
2114011501,RESORTE,1 1/2
2112030101,RESORTE,1
2111023601,RESORTE,CUNA
2914010009,RESORTE,1 1/2
284146,RESORTE,1
267107,RESORTE,1
2114021001,RESORTE,1 1/2
284141,RESORTE,1
2914010018,RESORTE,1 1/2
267191,RESORTE,1
284009,RESORTE,CUNA
267273,RESORTE,1 1/2
